measurement,cluster,frequency,power_spectral_density
140,11.0,5,1.8835
141,3.0,5,-0.1885
142,9.0,5,-0.21443
143,9.0,5,1.2268
144,6.0,5,-0.431
145,3.0,5,-0.085894
146,2.0,5,-0.44213
147,2.0,5,-0.1554
148,2.0,5,-0.071615
149,3.0,5,-0.37183
150,10.0,5,-0.2159
151,6.0,5,-0.4713
152,2.0,5,-0.5728
153,4.0,5,-0.22508
154,2.0,5,-0.061147
155,3.0,5,-0.46369
156,9.0,5,2.1344
157,2.0,5,1.1893
158,10.0,5,-0.51196
159,6.0,5,0.17203
160,4.0,5,-0.51862
161,5.0,5,0.057275
162,3.0,5,-0.35564
163,5.0,5,0.4667
164,2.0,5,-0.31941
165,3.0,5,-0.40971
166,7.0,5,-0.52386
167,10.0,5,-0.64576
168,5.0,5,2.626
169,10.0,5,0.51993
170,9.0,5,0.10085
171,1.0,5,0.11607
172,6.0,5,-0.30545
173,10.0,5,-0.43297
174,3.0,5,-0.39735
175,7.0,5,-0.31352
176,1.0,5,-0.16933
177,11.0,5,0.5385
178,4.0,5,0.53566
179,1.0,5,0.014003
180,7.0,5,-0.61753
181,10.0,5,-0.14109
182,9.0,5,-0.054769
183,2.0,5,-0.07029
184,6.0,5,-0.45525
185,5.0,5,1.3775
186,4.0,5,0.11753
187,11.0,5,0.76663
188,2.0,5,-0.025218
189,8.0,5,-0.53687
190,7.0,5,-0.31916
191,7.0,5,-0.38663
192,11.0,5,3.358
193,4.0,5,1.1221
194,8.0,5,-0.31314
195,8.0,5,-0.19524
196,1.0,5,-0.067165
197,7.0,5,-0.38668
198,6.0,5,-0.37064
199,1.0,5,-0.157
200,1.0,5,-0.35038
201,5.0,5,0.70149
202,4.0,5,-0.31305
203,10.0,5,0.058418
204,2.0,5,-0.63437
205,5.0,5,-0.48538
206,11.0,5,1.0496
207,9.0,5,0.060956
208,8.0,5,-0.25258
209,2.0,5,-0.84529
210,9.0,5,1.4616
211,1.0,5,-0.21935
212,1.0,5,-0.33511
213,4.0,5,-0.41964
214,1.0,5,-0.31347
215,3.0,5,-0.39097
216,7.0,5,-0.26096
217,1.0,5,0.035348
218,1.0,5,-0.24988
219,6.0,5,-0.2739
0,7.0,6,-0.32905
1,5.0,6,0.47491
2,9.0,6,0.12464
3,2.0,6,-0.62802
4,2.0,6,-0.15895
5,2.0,6,-0.26418
6,9.0,6,0.61869
7,2.0,6,-0.26179
8,8.0,6,-0.50293
9,5.0,6,-0.60925
10,9.0,6,-0.13407
11,5.0,6,-0.47773
12,8.0,6,-0.19262
13,6.0,6,-0.46297
14,10.0,6,-0.31925
15,6.0,6,0.31534
16,7.0,6,-0.14116
17,9.0,6,0.25096
18,2.0,6,-0.19734
19,1.0,6,-0.28454
20,7.0,6,-0.53979
21,8.0,6,-0.35321
22,3.0,6,-0.032997
23,8.0,6,-0.12952
24,1.0,6,0.5383
25,5.0,6,0.012492
26,9.0,6,1.0723
27,7.0,6,-0.35438
28,4.0,6,0.26678
29,1.0,6,-0.30454
30,7.0,6,-0.50023
31,7.0,6,-0.38693
32,4.0,6,-0.39535
33,6.0,6,-0.43059
34,1.0,6,-0.28616
35,6.0,6,-0.55528
36,3.0,6,-0.38312
37,6.0,6,-0.44497
38,9.0,6,2.2583
39,11.0,6,2.7068
40,2.0,6,-0.41062
41,7.0,6,-0.51138
42,10.0,6,-0.25823
43,8.0,6,-0.31401
44,3.0,6,-0.46129
45,10.0,6,0.10845
46,11.0,6,0.096145
47,4.0,6,-0.51247
48,11.0,6,0.014635
49,3.0,6,-0.32116
50,11.0,6,1.8522
51,11.0,6,2.0451
52,6.0,6,-0.51715
53,11.0,6,0.9391
54,9.0,6,0.47319
55,8.0,6,-0.5123
56,8.0,6,-0.48633
57,9.0,6,-0.2966
58,4.0,6,-0.36996
59,4.0,6,-0.44728
60,4.0,6,-0.49308
61,4.0,6,-0.52315
62,4.0,6,-0.47962
63,7.0,6,-0.46827
64,6.0,6,-0.6848
65,7.0,6,-0.50449
66,3.0,6,-0.46964
67,2.0,6,-0.42007
68,1.0,6,-0.33186
69,5.0,6,0.19436
70,10.0,6,-0.20537
71,11.0,6,2.3964
72,10.0,6,-0.36387
73,6.0,6,-0.29445
74,2.0,6,1.3258
75,5.0,6,-0.49168
76,8.0,6,-0.4352
77,3.0,6,-0.36973
78,4.0,6,-0.53343
79,11.0,6,3.6302
80,8.0,6,0.01359
81,5.0,6,0.61733
82,9.0,6,0.27868
83,10.0,6,-0.44732
84,8.0,6,-0.43511
85,11.0,6,0.10832
86,5.0,6,-0.50974
87,3.0,6,-0.43246
88,9.0,6,1.6615
89,2.0,6,-0.43905
90,7.0,6,-0.37461
91,8.0,6,-0.51611
92,9.0,6,-0.24845
93,8.0,6,-0.43687
94,1.0,6,-0.42479
95,7.0,6,-0.41229
96,11.0,6,-0.1596
97,10.0,6,-0.075932
98,3.0,6,0.51004
99,6.0,6,-0.43795
100,3.0,6,-0.15336
101,10.0,6,-0.30699
102,6.0,6,-0.52334
103,9.0,6,-0.22283
104,5.0,6,-0.40945
105,11.0,6,1.4971
106,4.0,6,-0.1561
107,1.0,6,-0.35477
108,10.0,6,0.60528
109,8.0,6,-0.44515
110,3.0,6,-0.21564
111,8.0,6,-0.405
112,3.0,6,-0.32751
113,4.0,6,-0.54089
114,10.0,6,-0.11951
115,10.0,6,-0.29307
116,8.0,6,-0.52541
117,6.0,6,-0.56301
118,5.0,6,-0.29391
119,11.0,6,0.41958
120,6.0,6,-0.34885
121,1.0,6,0.47812
122,10.0,6,-0.23243
123,4.0,6,-0.25054
124,5.0,6,-0.15286
125,7.0,6,-0.47743
126,11.0,6,-0.273
127,5.0,6,-0.072981
128,5.0,6,-0.16047
129,9.0,6,0.21433
130,7.0,6,-0.37325
131,5.0,6,-0.33156
132,3.0,6,-0.39059
133,11.0,6,-0.29074
134,6.0,6,-0.46925
135,4.0,6,-0.39837
136,8.0,6,-0.42931
137,11.0,6,0.56733
138,10.0,6,0.44312
139,1.0,6,-0.37067
140,11.0,6,1.6864
141,3.0,6,-0.18549
142,9.0,6,-0.2364
143,9.0,6,1.1835
144,6.0,6,-0.42728
145,3.0,6,-0.015985
146,2.0,6,-0.44465
147,2.0,6,-0.18305
148,2.0,6,-0.05401
149,3.0,6,-0.37149
150,10.0,6,-0.11377
151,6.0,6,-0.46981
152,2.0,6,-0.49095
153,4.0,6,-0.31624
154,2.0,6,0.057496
155,3.0,6,-0.46811
156,9.0,6,1.6628
157,2.0,6,1.4914
158,10.0,6,-0.48201
159,6.0,6,0.048579
160,4.0,6,-0.47146
161,5.0,6,-0.062934
162,3.0,6,-0.35642
163,5.0,6,0.42629
164,2.0,6,-0.32403
165,3.0,6,-0.43065
166,7.0,6,-0.5425
167,10.0,6,-0.55756
168,5.0,6,2.0877
169,10.0,6,0.46249
170,9.0,6,0.017011
171,1.0,6,0.1073
172,6.0,6,-0.31933
173,10.0,6,-0.37663
174,3.0,6,-0.39774
175,7.0,6,-0.29465
176,1.0,6,-0.13809
177,11.0,6,0.5477
178,4.0,6,0.28934
179,1.0,6,-0.070475
180,7.0,6,-0.60214
181,10.0,6,-0.034953
182,9.0,6,-0.077762
183,2.0,6,0.049524
184,6.0,6,-0.44635
185,5.0,6,0.70591
186,4.0,6,-0.078595
187,11.0,6,1.0512
188,2.0,6,0.0020147
189,8.0,6,-0.56356
190,7.0,6,-0.30924
191,7.0,6,-0.38655
192,11.0,6,3.7913
193,4.0,6,0.56759
194,8.0,6,-0.32989
195,8.0,6,-0.30881
196,1.0,6,-0.087062
197,7.0,6,-0.36604
198,6.0,6,-0.37068
199,1.0,6,-0.23729
200,1.0,6,-0.34356
201,5.0,6,0.81799
202,4.0,6,-0.31088
203,10.0,6,0.3522
204,2.0,6,-0.63064
205,5.0,6,-0.48563
206,11.0,6,1.0346
207,9.0,6,0.096845
208,8.0,6,-0.29918
209,2.0,6,-0.80947
210,9.0,6,1.3323
211,1.0,6,-0.26285
212,1.0,6,-0.32943
213,4.0,6,-0.39122
214,1.0,6,-0.29323
215,3.0,6,-0.39104
216,7.0,6,-0.27153
217,1.0,6,0.041202
218,1.0,6,-0.2634
219,6.0,6,-0.24459
0,7.0,7,-0.32773
1,5.0,7,0.43408
2,9.0,7,0.073701
3,2.0,7,-0.55236
4,2.0,7,-0.10626
5,2.0,7,-0.25617
6,9.0,7,0.77641
7,2.0,7,-0.24934
8,8.0,7,-0.50317
9,5.0,7,-0.60041
10,9.0,7,-0.17875
11,5.0,7,-0.4716
12,8.0,7,-0.19841
13,6.0,7,-0.45595
14,10.0,7,-0.27635
15,6.0,7,0.4054
16,7.0,7,-0.16052
17,9.0,7,0.31935
18,2.0,7,-0.097089
19,1.0,7,-0.28315
20,7.0,7,-0.54251
21,8.0,7,-0.36312
22,3.0,7,-0.070163
23,8.0,7,-0.18805
24,1.0,7,0.59471
25,5.0,7,0.1298
26,9.0,7,0.9221
27,7.0,7,-0.35714
28,4.0,7,0.05036
29,1.0,7,-0.30215
30,7.0,7,-0.50479
31,7.0,7,-0.37838
32,4.0,7,-0.39371
33,6.0,7,-0.44596
34,1.0,7,-0.26934
35,6.0,7,-0.55541
36,3.0,7,-0.36995
37,6.0,7,-0.46329
38,9.0,7,2.0028
39,11.0,7,3.0758
40,2.0,7,-0.37896
41,7.0,7,-0.50942
42,10.0,7,-0.13165
43,8.0,7,-0.33166
44,3.0,7,-0.48425
45,10.0,7,0.073225
46,11.0,7,0.20372
47,4.0,7,-0.52946
48,11.0,7,-0.023266
49,3.0,7,-0.32459
50,11.0,7,2.1307
51,11.0,7,2.5233
52,6.0,7,-0.51063
53,11.0,7,1.2141
54,9.0,7,0.40425
55,8.0,7,-0.53984
56,8.0,7,-0.56804
57,9.0,7,-0.2781
58,4.0,7,-0.43761
59,4.0,7,-0.43745
60,4.0,7,-0.49322
61,4.0,7,-0.52943
62,4.0,7,-0.46784
63,7.0,7,-0.42641
64,6.0,7,-0.68364
65,7.0,7,-0.51266
66,3.0,7,-0.45123
67,2.0,7,-0.39798
68,1.0,7,-0.35896
69,5.0,7,0.18885
70,10.0,7,-0.091408
71,11.0,7,2.4871
72,10.0,7,-0.25857
73,6.0,7,-0.24644
74,2.0,7,1.615
75,5.0,7,-0.49141
76,8.0,7,-0.4067
77,3.0,7,-0.37017
78,4.0,7,-0.49767
79,11.0,7,3.4502
80,8.0,7,0.014861
81,5.0,7,0.63821
82,9.0,7,0.2457
83,10.0,7,-0.45509
84,8.0,7,-0.47568
85,11.0,7,0.52014
86,5.0,7,-0.50975
87,3.0,7,-0.44464
88,9.0,7,1.5121
89,2.0,7,-0.38331
90,7.0,7,-0.37605
91,8.0,7,-0.55224
92,9.0,7,-0.31025
93,8.0,7,-0.41434
94,1.0,7,-0.4267
95,7.0,7,-0.41276
96,11.0,7,0.13261
97,10.0,7,-0.025474
98,3.0,7,0.65618
99,6.0,7,-0.45596
100,3.0,7,-0.043911
101,10.0,7,-0.24329
102,6.0,7,-0.50578
103,9.0,7,-0.28694
104,5.0,7,-0.40744
105,11.0,7,1.6332
106,4.0,7,-0.25554
107,1.0,7,-0.41453
108,10.0,7,0.75933
109,8.0,7,-0.44476
110,3.0,7,-0.22535
111,8.0,7,-0.40304
112,3.0,7,-0.33164
113,4.0,7,-0.53744
114,10.0,7,-0.0063782
115,10.0,7,-0.25804
116,8.0,7,-0.52542
117,6.0,7,-0.56603
118,5.0,7,-0.38505
119,11.0,7,0.37886
120,6.0,7,-0.38325
121,1.0,7,0.43904
122,10.0,7,-0.23066
123,4.0,7,-0.28592
124,5.0,7,-0.18164
125,7.0,7,-0.47972
126,11.0,7,-0.18027
127,5.0,7,-0.092683
128,5.0,7,-0.1924
129,9.0,7,0.11511
130,7.0,7,-0.3463
131,5.0,7,-0.32589
132,3.0,7,-0.39675
133,11.0,7,-0.13228
134,6.0,7,-0.45656
135,4.0,7,-0.46215
136,8.0,7,-0.42176
137,11.0,7,0.60034
138,10.0,7,0.38136
139,1.0,7,-0.32045
140,11.0,7,1.3401
141,3.0,7,-0.18247
142,9.0,7,-0.26003
143,9.0,7,1.1288
144,6.0,7,-0.42216
145,3.0,7,0.022458
146,2.0,7,-0.44265
147,2.0,7,-0.16828
148,2.0,7,0.08511
149,3.0,7,-0.37085
150,10.0,7,0.055283
151,6.0,7,-0.469
152,2.0,7,-0.40749
153,4.0,7,-0.36917
154,2.0,7,0.21359
155,3.0,7,-0.4686
156,9.0,7,1.397
157,2.0,7,2.1469
158,10.0,7,-0.46015
159,6.0,7,-0.088329
160,4.0,7,-0.44876
161,5.0,7,-0.16925
162,3.0,7,-0.35642
163,5.0,7,0.36665
164,2.0,7,-0.32771
165,3.0,7,-0.44364
166,7.0,7,-0.55398
167,10.0,7,-0.40464
168,5.0,7,1.6886
169,10.0,7,0.31672
170,9.0,7,-0.041161
171,1.0,7,0.035501
172,6.0,7,-0.32686
173,10.0,7,-0.24799
174,3.0,7,-0.39774
175,7.0,7,-0.24541
176,1.0,7,-0.071097
177,11.0,7,0.98918
178,4.0,7,0.039093
179,1.0,7,-0.080728
180,7.0,7,-0.57748
181,10.0,7,0.030137
182,9.0,7,-0.048906
183,2.0,7,0.14938
184,6.0,7,-0.43791
185,5.0,7,0.26941
186,4.0,7,-0.24023
187,11.0,7,1.385
188,2.0,7,0.10658
189,8.0,7,-0.56121
190,7.0,7,-0.29575
191,7.0,7,-0.38654
192,11.0,7,3.8471
193,4.0,7,0.17302
194,8.0,7,-0.3474
195,8.0,7,-0.39371
196,1.0,7,-0.086169
197,7.0,7,-0.33469
198,6.0,7,-0.37099
199,1.0,7,-0.30424
200,1.0,7,-0.32776
201,5.0,7,1.0895
202,4.0,7,-0.32042
203,10.0,7,0.87872
204,2.0,7,-0.6031
205,5.0,7,-0.4855
206,11.0,7,0.93337
207,9.0,7,0.11678
208,8.0,7,-0.32278
209,2.0,7,-0.75259
210,9.0,7,1.1618
211,1.0,7,-0.26024
212,1.0,7,-0.33023
213,4.0,7,-0.36859
214,1.0,7,-0.27556
215,3.0,7,-0.39063
216,7.0,7,-0.27869
217,1.0,7,0.09124
218,1.0,7,-0.27322
219,6.0,7,-0.24832
0,7.0,8,-0.32431
1,5.0,8,0.26526
2,9.0,8,0.070648
3,2.0,8,-0.51732
4,2.0,8,0.00025983
5,2.0,8,-0.23263
6,9.0,8,1.1451
7,2.0,8,-0.23974
8,8.0,8,-0.50337
9,5.0,8,-0.59645
10,9.0,8,-0.24445
11,5.0,8,-0.46272
12,8.0,8,-0.1815
13,6.0,8,-0.44886
14,10.0,8,-0.23767
15,6.0,8,0.42906
16,7.0,8,-0.19929
17,9.0,8,0.3363
18,2.0,8,0.025916
19,1.0,8,-0.26871
20,7.0,8,-0.54298
21,8.0,8,-0.3611
22,3.0,8,-0.094889
23,8.0,8,-0.25013
24,1.0,8,0.52529
25,5.0,8,0.20799
26,9.0,8,0.83211
27,7.0,8,-0.35827
28,4.0,8,-0.14376
29,1.0,8,-0.29457
30,7.0,8,-0.50355
31,7.0,8,-0.36996
32,4.0,8,-0.4022
33,6.0,8,-0.45547
34,1.0,8,-0.23799
35,6.0,8,-0.5551
36,3.0,8,-0.3569
37,6.0,8,-0.46553
38,9.0,8,1.788
39,11.0,8,3.0717
40,2.0,8,-0.33703
41,7.0,8,-0.50707
42,10.0,8,0.030762
43,8.0,8,-0.32871
44,3.0,8,-0.50133
45,10.0,8,0.031396
46,11.0,8,0.42458
47,4.0,8,-0.53978
48,11.0,8,0.015804
49,3.0,8,-0.33941
50,11.0,8,2.2898
51,11.0,8,2.831
52,6.0,8,-0.50993
53,11.0,8,1.3618
54,9.0,8,0.40346
55,8.0,8,-0.54892
56,8.0,8,-0.60582
57,9.0,8,-0.26856
58,4.0,8,-0.49517
59,4.0,8,-0.42552
60,4.0,8,-0.49355
61,4.0,8,-0.53099
62,4.0,8,-0.46
63,7.0,8,-0.39181
64,6.0,8,-0.67463
65,7.0,8,-0.51764
66,3.0,8,-0.43969
67,2.0,8,-0.36877
68,1.0,8,-0.37803
69,5.0,8,0.24049
70,10.0,8,0.027287
71,11.0,8,2.4563
72,10.0,8,-0.13446
73,6.0,8,-0.18654
74,2.0,8,2.0116
75,5.0,8,-0.49165
76,8.0,8,-0.35523
77,3.0,8,-0.36998
78,4.0,8,-0.45138
79,11.0,8,2.7912
80,8.0,8,0.041399
81,5.0,8,0.48926
82,9.0,8,0.18063
83,10.0,8,-0.46859
84,8.0,8,-0.47326
85,11.0,8,1.0829
86,5.0,8,-0.50971
87,3.0,8,-0.44946
88,9.0,8,1.2963
89,2.0,8,-0.34978
90,7.0,8,-0.37739
91,8.0,8,-0.57861
92,9.0,8,-0.35979
93,8.0,8,-0.38526
94,1.0,8,-0.42526
95,7.0,8,-0.41295
96,11.0,8,0.62645
97,10.0,8,0.032487
98,3.0,8,0.7063
99,6.0,8,-0.43573
100,3.0,8,0.026509
101,10.0,8,-0.13707
102,6.0,8,-0.48145
103,9.0,8,-0.27483
104,5.0,8,-0.40617
105,11.0,8,1.6785
106,4.0,8,-0.3172
107,1.0,8,-0.44006
108,10.0,8,0.81284
109,8.0,8,-0.44427
110,3.0,8,-0.23396
111,8.0,8,-0.37829
112,3.0,8,-0.33529
113,4.0,8,-0.5283
114,10.0,8,0.29216
115,10.0,8,-0.18486
116,8.0,8,-0.52546
117,6.0,8,-0.57624
118,5.0,8,-0.43903
119,11.0,8,0.28598
120,6.0,8,-0.4131
121,1.0,8,0.45962
122,10.0,8,-0.25846
123,4.0,8,-0.31646
124,5.0,8,-0.25167
125,7.0,8,-0.47951
126,11.0,8,-0.070735
127,5.0,8,-0.13547
128,5.0,8,-0.24488
129,9.0,8,0.056839
130,7.0,8,-0.30873
131,5.0,8,-0.33097
132,3.0,8,-0.39963
133,11.0,8,0.11399
134,6.0,8,-0.43169
135,4.0,8,-0.50541
136,8.0,8,-0.41199
137,11.0,8,0.75432
138,10.0,8,0.40165
139,1.0,8,-0.19364
140,11.0,8,1.2583
141,3.0,8,-0.18484
142,9.0,8,-0.26742
143,9.0,8,0.95759
144,6.0,8,-0.40965
145,3.0,8,0.052661
146,2.0,8,-0.4422
147,2.0,8,-0.13015
148,2.0,8,0.16827
149,3.0,8,-0.37094
150,10.0,8,0.17725
151,6.0,8,-0.46881
152,2.0,8,-0.31775
153,4.0,8,-0.40638
154,2.0,8,0.37508
155,3.0,8,-0.46831
156,9.0,8,1.4393
157,2.0,8,2.7981
158,10.0,8,-0.45593
159,6.0,8,-0.15999
160,4.0,8,-0.40891
161,5.0,8,-0.24495
162,3.0,8,-0.35659
163,5.0,8,0.42536
164,2.0,8,-0.31988
165,3.0,8,-0.44971
166,7.0,8,-0.56269
167,10.0,8,-0.23026
168,5.0,8,1.3632
169,10.0,8,0.13217
170,9.0,8,-0.11556
171,1.0,8,-0.068181
172,6.0,8,-0.31717
173,10.0,8,-0.13912
174,3.0,8,-0.39718
175,7.0,8,-0.25416
176,1.0,8,0.028744
177,11.0,8,1.523
178,4.0,8,-0.15316
179,1.0,8,-0.093956
180,7.0,8,-0.54545
181,10.0,8,0.093175
182,9.0,8,-0.025896
183,2.0,8,0.25964
184,6.0,8,-0.40603
185,5.0,8,-0.076967
186,4.0,8,-0.36604
187,11.0,8,1.7277
188,2.0,8,0.20281
189,8.0,8,-0.54062
190,7.0,8,-0.28008
191,7.0,8,-0.38657
192,11.0,8,3.5716
193,4.0,8,-0.058662
194,8.0,8,-0.35269
195,8.0,8,-0.4417
196,1.0,8,-0.11436
197,7.0,8,-0.29407
198,6.0,8,-0.36896
199,1.0,8,-0.35092
200,1.0,8,-0.30164
201,5.0,8,1.0999
202,4.0,8,-0.33368
203,10.0,8,1.6714
204,2.0,8,-0.53657
205,5.0,8,-0.4856
206,11.0,8,1.1856
207,9.0,8,0.11795
208,8.0,8,-0.32135
209,2.0,8,-0.62645
210,9.0,8,0.95617
211,1.0,8,-0.26582
212,1.0,8,-0.31856
213,4.0,8,-0.35246
214,1.0,8,-0.24866
215,3.0,8,-0.39056
216,7.0,8,-0.287
217,1.0,8,0.11765
218,1.0,8,-0.28046
219,6.0,8,-0.28628
0,7.0,9,-0.32384
1,5.0,9,0.013154
2,9.0,9,0.020917
3,2.0,9,-0.36035
4,2.0,9,0.16068
5,2.0,9,-0.16008
6,9.0,9,1.3555
7,2.0,9,-0.22154
8,8.0,9,-0.50305
9,5.0,9,-0.58828
10,9.0,9,-0.26711
11,5.0,9,-0.45449
12,8.0,9,-0.17294
13,6.0,9,-0.44152
14,10.0,9,-0.20419
15,6.0,9,0.37524
16,7.0,9,-0.26551
17,9.0,9,0.30678
18,2.0,9,0.23389
19,1.0,9,-0.23165
20,7.0,9,-0.54155
21,8.0,9,-0.34551
22,3.0,9,-0.15459
23,8.0,9,-0.27032
24,1.0,9,0.33178
25,5.0,9,0.28709
26,9.0,9,0.73329
27,7.0,9,-0.35796
28,4.0,9,-0.22639
29,1.0,9,-0.29261
30,7.0,9,-0.48576
31,7.0,9,-0.36488
32,4.0,9,-0.40432
33,6.0,9,-0.46356
34,1.0,9,-0.22101
35,6.0,9,-0.55471
36,3.0,9,-0.33054
37,6.0,9,-0.46855
38,9.0,9,1.6177
39,11.0,9,3.1711
40,2.0,9,-0.29888
41,7.0,9,-0.50438
42,10.0,9,0.23484
43,8.0,9,-0.3429
44,3.0,9,-0.51624
45,10.0,9,0.014619
46,11.0,9,0.71106
47,4.0,9,-0.54589
48,11.0,9,0.53751
49,3.0,9,-0.36069
50,11.0,9,2.6377
51,11.0,9,3.1163
52,6.0,9,-0.51856
53,11.0,9,1.3642
54,9.0,9,0.40158
55,8.0,9,-0.56893
56,8.0,9,-0.61521
57,9.0,9,-0.26381
58,4.0,9,-0.52461
59,4.0,9,-0.41336
60,4.0,9,-0.49352
61,4.0,9,-0.53039
62,4.0,9,-0.45483
63,7.0,9,-0.36589
64,6.0,9,-0.67881
65,7.0,9,-0.52008
66,3.0,9,-0.43684
67,2.0,9,-0.32013
68,1.0,9,-0.38664
69,5.0,9,0.30827
70,10.0,9,0.18451
71,11.0,9,2.5317
72,10.0,9,0.012771
73,6.0,9,-0.1314
74,2.0,9,2.4936
75,5.0,9,-0.49182
76,8.0,9,-0.29676
77,3.0,9,-0.37015
78,4.0,9,-0.40053
79,11.0,9,1.8936
80,8.0,9,0.004887
81,5.0,9,0.42817
82,9.0,9,0.075347
83,10.0,9,-0.49976
84,8.0,9,-0.46924
85,11.0,9,1.7945
86,5.0,9,-0.50973
87,3.0,9,-0.45104
88,9.0,9,1.4983
89,2.0,9,-0.31364
90,7.0,9,-0.37496
91,8.0,9,-0.59558
92,9.0,9,-0.39559
93,8.0,9,-0.37367
94,1.0,9,-0.42096
95,7.0,9,-0.41284
96,11.0,9,0.99283
97,10.0,9,0.071739
98,3.0,9,0.74971
99,6.0,9,-0.40254
100,3.0,9,0.0062685
101,10.0,9,-0.00059984
102,6.0,9,-0.4619
103,9.0,9,-0.27594
104,5.0,9,-0.40489
105,11.0,9,2.23
106,4.0,9,-0.33811
107,1.0,9,-0.42819
108,10.0,9,0.731
109,8.0,9,-0.44916
110,3.0,9,-0.24288
111,8.0,9,-0.36253
112,3.0,9,-0.35193
113,4.0,9,-0.51478
114,10.0,9,0.82037
115,10.0,9,-0.13098
116,8.0,9,-0.52544
117,6.0,9,-0.57601
118,5.0,9,-0.45862
119,11.0,9,0.27136
120,6.0,9,-0.43242
121,1.0,9,0.372
122,10.0,9,-0.29051
123,4.0,9,-0.32374
124,5.0,9,-0.26983
125,7.0,9,-0.4781
126,11.0,9,0.07196
127,5.0,9,-0.18409
128,5.0,9,-0.29483
129,9.0,9,0.033641
130,7.0,9,-0.20742
131,5.0,9,-0.34743
132,3.0,9,-0.40068
133,11.0,9,0.62692
134,6.0,9,-0.41512
135,4.0,9,-0.53115
136,8.0,9,-0.40078
137,11.0,9,0.97182
138,10.0,9,0.50163
139,1.0,9,-0.057334
140,11.0,9,1.148
141,3.0,9,-0.13759
142,9.0,9,-0.26486
143,9.0,9,0.72229
144,6.0,9,-0.37982
145,3.0,9,0.028855
146,2.0,9,-0.44162
147,2.0,9,-0.011859
148,2.0,9,0.47983
149,3.0,9,-0.37141
150,10.0,9,0.39804
151,6.0,9,-0.46863
152,2.0,9,-0.2626
153,4.0,9,-0.44268
154,2.0,9,0.45891
155,3.0,9,-0.4687
156,9.0,9,1.261
157,2.0,9,3.1932
158,10.0,9,-0.45178
159,6.0,9,-0.1325
160,4.0,9,-0.35931
161,5.0,9,-0.28724
162,3.0,9,-0.35614
163,5.0,9,0.46168
164,2.0,9,-0.28734
165,3.0,9,-0.44923
166,7.0,9,-0.56617
167,10.0,9,-0.14439
168,5.0,9,1.2061
169,10.0,9,-0.064738
170,9.0,9,-0.18487
171,1.0,9,-0.16707
172,6.0,9,-0.29275
173,10.0,9,0.01269
174,3.0,9,-0.39639
175,7.0,9,-0.21242
176,1.0,9,0.14623
177,11.0,9,2.5024
178,4.0,9,-0.29263
179,1.0,9,-0.14062
180,7.0,9,-0.50981
181,10.0,9,0.26414
182,9.0,9,-0.064932
183,2.0,9,0.43793
184,6.0,9,-0.38351
185,5.0,9,-0.33952
186,4.0,9,-0.45866
187,11.0,9,2.1931
188,2.0,9,0.54065
189,8.0,9,-0.51111
190,7.0,9,-0.26243
191,7.0,9,-0.38664
192,11.0,9,3.2636
193,4.0,9,-0.23352
194,8.0,9,-0.35477
195,8.0,9,-0.4807
196,1.0,9,-0.10949
197,7.0,9,-0.24922
198,6.0,9,-0.36618
199,1.0,9,-0.37567
200,1.0,9,-0.26958
201,5.0,9,1.0296
202,4.0,9,-0.34194
203,10.0,9,2.1048
204,2.0,9,-0.43576
205,5.0,9,-0.48602
206,11.0,9,1.3347
207,9.0,9,0.13025
208,8.0,9,-0.31121
209,2.0,9,-0.40287
210,9.0,9,0.74504
211,1.0,9,-0.27382
212,1.0,9,-0.299
213,4.0,9,-0.3451
214,1.0,9,-0.20278
215,3.0,9,-0.3898
216,7.0,9,-0.2945
217,1.0,9,0.14931
218,1.0,9,-0.28676
219,6.0,9,-0.34622
0,7.0,10,-0.31485
1,5.0,10,-0.21413
2,9.0,10,-0.066723
3,2.0,10,-0.33209
4,2.0,10,0.36121
5,2.0,10,-0.02638
6,9.0,10,1.7052
7,2.0,10,-0.16043
8,8.0,10,-0.50257
9,5.0,10,-0.58436
10,9.0,10,-0.26783
11,5.0,10,-0.44999
12,8.0,10,-0.1648
13,6.0,10,-0.43445
14,10.0,10,-0.11485
15,6.0,10,0.24587
16,7.0,10,-0.32988
17,9.0,10,0.23836
18,2.0,10,0.59066
19,1.0,10,-0.21007
20,7.0,10,-0.53917
21,8.0,10,-0.32822
22,3.0,10,-0.21074
23,8.0,10,-0.24105
24,1.0,10,0.25268
25,5.0,10,0.33866
26,9.0,10,0.67453
27,7.0,10,-0.35629
28,4.0,10,-0.1829
29,1.0,10,-0.27607
30,7.0,10,-0.4743
31,7.0,10,-0.35689
32,4.0,10,-0.395
33,6.0,10,-0.46709
34,1.0,10,-0.16998
35,6.0,10,-0.55449
36,3.0,10,-0.29573
37,6.0,10,-0.47427
38,9.0,10,1.4593
39,11.0,10,3.5356
40,2.0,10,-0.25085
41,7.0,10,-0.50134
42,10.0,10,0.48995
43,8.0,10,-0.35138
44,3.0,10,-0.52829
45,10.0,10,-0.0015598
46,11.0,10,1.1888
47,4.0,10,-0.5435
48,11.0,10,1.6445
49,3.0,10,-0.38544
50,11.0,10,3.0347
51,11.0,10,3.0762
52,6.0,10,-0.52226
53,11.0,10,1.2557
54,9.0,10,0.32109
55,8.0,10,-0.5789
56,8.0,10,-0.6087
57,9.0,10,-0.26932
58,4.0,10,-0.53984
59,4.0,10,-0.39989
60,4.0,10,-0.49337
